stage	type	logexpr
4cell	before	2.33464658613
4cell	now	0.813956742772
4cell	before	2.44624378101
4cell	now	1.07140209296
4cell	before	1.8983092774
4cell	now	1.21484449278
4cell	before	2.52897935502
4cell	now	1.93696165905
4cell	before	2.44860567006
4cell	now	0.928132342437
4cell	before	1.44523757015
4cell	now	1.97295400228
4cell	before	3.58671106043
4cell	now	1.25076382869
4cell	before	1.36977872574
4cell	now	1.47918798704
4cell	before	1.9330448882
4cell	now	0.893546020891
4cell	before	1.43785924362
4cell	now	2.23145637077
4cell	before	1.37390796547
4cell	now	2.51491033687
4cell	before	2.70477149869
4cell	now	3.55118512276
4cell	before	2.62521916521
4cell	now	1.34952663693
4cell	before	1.8712343234
4cell	now	1.69754036066
4cell	before	2.01383044554
4cell	now	1.09062043874
4cell	before	1.20203192203
4cell	now	2.45053947248
4cell	before	2.85476185126
4cell	now	2.14218626743
4cell	before	2.59351438751
4cell	now	1.2185943861
4cell	before	1.20941695799
4cell	now	2.27094890448
4cell	before	0.937852595121
4cell	now	1.34139374783
4cell	before	1.19015477356
4cell	now	0.801763889063
4cell	before	0.916314731586
4cell	now	1.07753164506
4cell	before	1.72159090689
4cell	now	1.34820820411
4cell	before	2.29293265777
4cell	now	2.15071048761
4cell	before	3.22784745913
4cell	now	2.34814623997
4cell	before	2.48702939517
4cell	now	0.837624077006
4cell	before	1.53800420739
4cell	now	0.791407549727
4cell	before	1.02675102155
4cell	now	3.35279464243
4cell	before	2.81947230814
4cell	now	2.64879547388
4cell	before	3.28500807534
4cell	now	1.77462178781
4cell	before	1.92661228006
4cell	now	2.81147284029
4cell	before	3.2770126488
4cell	now	1.25490353299
4cell	before	1.69984701063
4cell	now	4.27427019553
4cell	before	2.77255122154
4cell	now	0.861534606697
4cell	before	1.09262104362
4cell	now	1.3024914678
4cell	before	2.37406074649
4cell	now	1.69865319238
4cell	before	1.57645800488
4cell	now	1.13130855873
4cell	before	1.98807569775
4cell	now	0.847939083331
4cell	before	1.28590756709
4cell	now	2.20069632163
4cell	before	2.82016386285
4cell	now	2.1876488763
4cell	before	1.9055508451
4cell	now	3.44140798932
4cell	before	1.52561490174
4cell	now	4.97457278855
4cell	before	3.99163608236
4cell	now	1.46932720925
4cell	before	2.52101354568
4cell	now	1.6397226647
4cell	before	2.48328032804
4cell	now	1.23383932621
4cell	before	1.90251938187
4cell	now	1.51292701205
4cell	before	2.40825056215
4cell	now	1.76970811544
4cell	before	2.67860765877
4cell	now	1.88600392984
4cell	before	2.06149394275
4cell	now	1.29328228864
4cell	before	1.32739060152
4cell	now	2.32298460095
4cell	before	2.25772160931
4cell	now	2.12162780516
4cell	before	1.40553555633
4cell	now	1.04786621295
4cell	before	0.747706386049
4cell	now	1.22466327267
4cell	before	1.56636547089
4cell	now	1.2913626097
4cell	before	1.58861052025
4cell	now	1.07522424143
4cell	before	2.14140761629
4cell	now	2.12511375485
4cell	before	2.41306150013
4cell	now	0.851534587058
4cell	before	0.982149630929
4cell	now	1.19091795945
4cell	before	1.32357817851
4cell	now	1.14845269479
4cell	before	2.37531125374
4cell	now	1.74661913631
4cell	before	1.99257015489
4cell	now	2.04922586124
4cell	before	1.79811423487
4cell	now	2.01443891286
4cell	before	0.787693432282
4cell	now	0.917186330706
4cell	before	1.73259315856
4cell	now	3.17039121401
4cell	before	3.41350137612
4cell	now	0.858225083092
4cell	before	0.696177584245
4cell	now	0.93931561311
4cell	before	1.79470180298
4cell	now	1.45176604048
4cell	before	1.28464362239
4cell	now	0.885221028797
4cell	before	0.74618545159
4cell	now	4.3161405393
4cell	before	4.10756018327
4cell	now	1.49107320764
4cell	before	1.41775184516
4cell	now	1.35923657872
4cell	before	1.37309513331
4cell	now	1.27103781869
4cell	before	1.13101816683
4cell	now	1.39202292154
4cell	before	2.55421502705
4cell	now	2.50463574497
4cell	before	2.64814448748
4cell	now	1.79771337616
4cell	before	1.85119750498
4cell	now	2.77901180004
4cell	before	2.29207404497
4cell	now	1.6805224615
4cell	before	3.21200426972
4cell	now	1.59835674242
4cell	before	2.78841900945
4cell	now	1.6012101571
4cell	before	1.23233574618
4cell	now	2.06869652014
4cell	before	2.55381062844
4cell	now	1.6790180781
4cell	before	1.22938028329
4cell	now	1.03711270085
4cell	before	1.31457814183
4cell	now	2.3486047562
4cell	before	3.17829130215
4cell	now	2.65630768302
4cell	before	1.90600142785
4cell	now	3.38625631779
4cell	before	2.34611094878
4cell	now	0.881098692705
4cell	before	2.06800135154
4cell	now	1.99181179172
4cell	before	2.98206429079
4cell	now	1.73738599736
4cell	before	2.26839211955
4cell	now	1.8392471983
4cell	before	1.90518785195
4cell	now	2.86222945195
4cell	before	3.16436895141
4cell	now	1.22781432313
4cell	before	1.49485724372
4cell	now	1.01919383055
4cell	before	1.14381188748
4cell	now	2.5851365262
4cell	before	2.60482813806
4cell	now	2.1646084061
4cell	before	2.55360058771
4cell	now	2.26552580228
4cell	before	1.51148765068
4cell	now	1.65984391329
4cell	before	1.97486682831
4cell	now	0.998206146475
4cell	before	0.71438505191
4cell	now	1.10330459589
4cell	before	2.2235775993
4cell	now	3.44731095107
4cell	before	1.74600519209
4cell	now	1.29001471153
4cell	before	1.38132201949
4cell	now	1.78315253561
4cell	before	1.78543450877
4cell	now	2.8722473882
4cell	before	2.58276660645
4cell	now	1.18226386116
4cell	before	2.29165861587
4cell	now	2.52880391083
4cell	before	2.67487941683
4cell	now	3.29058234441
4cell	before	3.41553411776
4cell	now	0.923234567549
4cell	before	0.831673577354
4cell	now	2.28017178082
4cell	before	3.48629498411
4cell	now	1.14741515117
4cell	before	0.896806134001
4cell	now	3.02944264029
4cell	before	3.02479095075
4cell	now	2.58485001917
4cell	before	3.94782441789
4cell	now	0.787770761073
4cell	before	1.22418711158
4cell	now	1.10300595569
4cell	before	0.87368798609
4cell	now	0.953432362155
4cell	before	0.86497217401
4cell	now	1.23622119028
4cell	before	1.26904399607
8cell	now	0.784061348411
8cell	before	1.29821150121
8cell	now	1.04687328093
8cell	before	1.47918798704
8cell	now	1.65408235209
8cell	before	0.93931561311
8cell	now	0.911065102022
8cell	before	1.36266487071
8cell	now	0.882771176194
8cell	before	1.81071533289
8cell	now	1.40687119844
8cell	before	1.47764443733
8cell	now	1.9313953167
8cell	before	2.51491033687
8cell	now	1.48109759427
8cell	before	1.72663410927
8cell	now	1.53351321411
8cell	before	1.69754036066
8cell	now	4.54702716994
8cell	before	4.3161405393
8cell	now	1.64845860558
8cell	before	1.49107320764
8cell	now	1.33590066198
8cell	before	1.06600989272
8cell	now	0.957229199611
8cell	before	1.1950430525
8cell	now	0.788193689242
8cell	before	1.30056761319
8cell	now	3.14425141169
8cell	before	3.44140798932
8cell	now	1.90222393753
8cell	before	1.8688115556
8cell	now	1.21568692532
8cell	before	1.39202292154
8cell	now	1.22088006763
8cell	before	1.77379744698
8cell	now	1.16129596565
8cell	before	1.50968829288
8cell	now	1.43847638547
8cell	before	2.15071048761
8cell	now	1.77732073053
8cell	before	1.83167064908
8cell	now	1.65314853086
8cell	before	1.78180340503
8cell	now	2.83846423982
8cell	before	3.5681204321
8cell	now	1.41424750605
8cell	before	2.34143362151
8cell	now	2.2145928715
